fxdj,gmbz,cplx,xsjz,xsqs,tzfw,cpmc,tzqx,sylx,fxyh,fxdq,yqsy,kfsh,qsje
固定收益型,网上，手机，PAD，网点,,2016-01-14 09:00,招银进宝系列,,鼎鼎成金901748号理财计划-福州分行销售,,4.6%,招商银行,,2016-12-26,,
固定收益型,网上，手机，PAD，网点,,2016-01-15 10:00,招银进宝系列,,金葵花增利系列139号理财计划,,,招商银行,,2016-05-25,,
固定收益型,网上，手机，PAD，网点,,2016-01-15 09:00,招银进宝系列,,鼎鼎成金901749号理财计划-福州分行销售,,4.6%,招商银行,,2016-12-26,,
固定收益型,网上，手机，PAD，网点,,2016-01-18 10:00,招银进宝系列,,鼎鼎成金14519号理财计划-南宁分行销售,109,4.90％,招商银行,,2016-05-10,,
浮动收益型,网上，手机，PAD，网点,,2016-01-19 10:00,A009 结构性存款系列,,挂钩黄金两层区间六个月结构性存款,,,招商银行,,2016-07-21,,
浮动收益型,网上，手机，PAD，网点,,2016-01-19 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2017-01-20,,
固定收益型,网上，手机，PAD，网点,,2016-01-18 10:00,招银进宝系列,,鼎鼎成金14462号理财计划-南宁分行销售,196,5.10％,招商银行,,2016-08-05,,
固定收益型,网上，手机，PAD，网点,,2016-01-19 10:00,招银进宝系列,,鼎鼎成金14471号理财计划-武汉分行销售,141,4.90％,招商银行,,2016-06-16,,
固定收益型,网上，手机，PAD，网点,,2016-01-20 10:00,招银进宝系列,,鼎鼎成金960089号理财计划,,2.4%,招商银行,,2017-01-26,,
固定收益型,网上，手机，PAD，网点,,2016-01-19 10:00,招银进宝系列,,鼎鼎成金930086号理财计划,,4.85%,招商银行,,2016-07-20,,
固定收益型,网上，手机，PAD，网点,,2016-01-20 10:00,招银进宝系列,,港币鼎鼎成金0184号理财计划,,1.50％,招商银行,,2016-07-28,,
固定收益型,网上，手机，PAD，网点,,2016-01-19 10:00,招银进宝系列,,鼎鼎成金980042号理财计划,,4.85%,招商银行,,2016-05-25,,
固定收益型,网上，手机，PAD，网点,,2016-01-20 10:00,招银进宝系列,,美元鼎鼎成金0231号理财计划,,2.30％,招商银行,,2017-01-26,,
固定收益型,网上，手机，PAD，网点,,2016-01-20 10:00,招银进宝系列,,澳元鼎鼎成金0172号理财计划,,2.75％,招商银行,,2016-07-28,,
固定收益型,网上，手机，PAD，网点,,2016-01-20 10:00,招银进宝系列,,美元鼎鼎成金0199号理财计划,,3.00％,招商银行,,2018-01-25,,
固定收益型,网上，手机，PAD，网点,,2016-01-22 10:00,招银进宝系列,,金葵花增利系列148号理财计划,,,招商银行,,2016-06-01,,
固定收益型,网上，手机，PAD，网点,,2016-01-22 10:00,招银进宝系列,,金葵花增利系列147号理财计划,,,招商银行,,2016-05-18,,
固定收益型,网上，手机，PAD，网点,,2016-01-20 10:00,招银进宝系列,,美元鼎鼎成金0216号理财计划,,1.75％,招商银行,,2016-07-28,,
固定收益型,网上，手机，PAD，网点,,2016-01-22 10:00,招银进宝系列,,金葵花增利系列146号理财计划,,,招商银行,,2016-05-11,,
固定收益型,网上，手机，PAD，网点,,2016-01-25 10:00,招银进宝系列,,鼎鼎成金14427号理财计划-厦门分行销售,99,4.70％,招商银行,,2016-05-10,,
浮动收益型,网上，手机，PAD，网点,,2016-01-26 10:00,A009 结构性存款系列,,挂钩黄金两层区间六个月结构性存款,,,招商银行,,2016-07-28,,
固定收益型,网上，手机，PAD，网点,,2016-01-26 10:00,招银进宝系列,,鼎鼎成金14405号理财计划-上海分行销售,104,4.60％,招商银行,,2016-05-12,,
固定收益型,网上，手机，PAD，网点,,2016-01-26 10:00,招银进宝系列,,鼎鼎成金14573号理财计划-福州分行销售,133,4.85％,招商银行,,2016-06-15,,
浮动收益型,网上，手机，PAD，网点,,2016-01-26 10:00,A009 结构性存款系列,,挂钩黄金两层区间十二个月结构性存款,,,招商银行,,2017-01-30,,
固定收益型,网上，手机，PAD，网点,,2016-01-28 10:00,招银进宝系列,,鼎鼎成金14524号理财计划-南宁分行销售,192,4.80％,招商银行,,2016-08-12,,
固定收益型,网上，手机，PAD，网点,,2016-01-27 10:00,招银进宝系列,,鼎鼎成金14439号理财计划-天津、深圳分行销售,138,4.70％,招商银行,,2016-06-20,,
固定收益型,网上，手机，PAD，网点,,2016-01-28 10:00,招银进宝系列,,鼎鼎成金14521号理财计划-南宁分行销售,101,4.70％,招商银行,,2016-05-13,,
固定收益型,网上，手机，PAD，网点,,2016-01-27 10:00,招银进宝系列,,鼎鼎成金14541号理财计划-杭州分行销售,205,4.70％,招商银行,,2016-08-26,,
固定收益型,网上，手机，PAD，网点,,2016-01-27 10:00,招银进宝系列,,港币鼎鼎成金0185号理财计划,,1.50％,招商银行,,2016-08-04,,
固定收益型,网上，手机，PAD，网点,,2016-01-28 10:00,招银进宝系列,,鼎鼎成金14472号理财计划-武汉分行销售,180,4.70％,招商银行,,2016-08-03,,
固定收益型,网上，手机，PAD，网点,,2016-01-28 10:00,招银进宝系列,,鼎鼎成金960090号理财计划,,2.4%,招商银行,,2017-02-02,,
固定收益型,网上，手机，PAD，网点,,2016-01-29 10:00,招银进宝系列,,鼎鼎成金14634号理财计划-上海分行销售,99,4.40％,招商银行,,2016-05-13,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,私人增利系列45号理财计划,,,招商银行,,2016-05-19,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,鼎鼎成金960092号理财计划,,,招商银行,,2017-02-23,,
固定收益型,网上，手机，PAD，网点,,2016-01-29 10:00,招银进宝系列,,金葵花增利系列153号理财计划,,,招商银行,,2016-05-27,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,澳元鼎鼎成金0619号理财计划,,2.75％,招商银行,,2016-08-25,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,美元鼎鼎成金0262号理财计划,,1.65％,招商银行,,2016-08-25,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,美元鼎鼎成金0282号理财计划,,2.95％,招商银行,,2018-02-22,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,鼎鼎成金14622号理财计划-南宁分行销售,169,4.65％,招商银行,,2016-08-12,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,鼎鼎成金14466号理财计划-武汉分行销售,81,4.60％,招商银行,,2016-05-20,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,鼎鼎成金14626号理财计划-南宁分行销售,190,4.80％,招商银行,,2016-09-02,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 09:00,招银进宝系列,,鼎鼎成金901759号理财计划-深圳分行销售,,4.65%,招商银行,,2016-07-15,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,鼎鼎成金14621号理财计划-南宁分行销售,103,4.50％,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2016-02-23 10:00,招银进宝系列,,鼎鼎成金901758号理财计划-南宁分行销售,,4.6%,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,港币鼎鼎成金0819号理财计划,,1.50％,招商银行,,2016-08-25,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,鼎鼎成金14403号理财计划-武汉分行销售,113,4.60％,招商银行,,2016-06-21,,
浮动收益型,网上，手机，PAD，网点,,2016-02-23 09:00,招银进宝系列,,日日盈分级理财计划A,,,招商银行,,2025-09-23,,
浮动收益型,网上，手机，PAD，网点,,2016-02-23 10:00,焦点联动系列,,布伦特原油（SPGCBRP INDEX）表现联动（布伦特原油（SPGCBRP INDEX）期末看涨价差型）非保本理财计划,,,招商银行,,2016-11-18,,
固定收益型,网上，手机，PAD，网点,,2016-02-23 10:00,招银进宝系列,,鼎鼎成金13425号理财计划-乌鲁木齐分行销售,146,4.45％,招商银行,,2016-07-25,,
固定收益型,网上，手机，PAD，网点,,2016-02-24 10:00,招银进宝系列,,澳元鼎鼎成金0620号理财计划,,2.75％,招商银行,,2016-09-01,,
固定收益型,网上，手机，PAD，网点,,2016-02-24 10:00,招银进宝系列,,港币鼎鼎成金0820号理财计划,,1.50％,招商银行,,2016-09-01,,
固定收益型,网点,,2016-02-24 10:00,招银进宝系列,,私人银行增利系列之债券积极套利43号理财计划,,,招商银行,,2017-03-01,,
固定收益型,网上，手机，PAD，网点,,2016-02-24 10:00,招银进宝系列,,美元鼎鼎成金0283号理财计划,,2.95％,招商银行,,2018-03-01,,
固定收益型,网上，手机，PAD，网点,,2016-02-24 10:00,招银进宝系列,,美元鼎鼎成金0235号理财计划,,2.20％,招商银行,,2017-03-02,,
固定收益型,网上，手机，PAD，网点,,2016-02-24 10:00,招银进宝系列,,美元鼎鼎成金0263号理财计划,,1.65％,招商银行,,2016-09-01,,
固定收益型,网上，手机，PAD，网点,,2016-02-24 10:00,招银进宝系列,,鼎鼎成金30038号理财计划-南通分行销售,175,4.50％,招商银行,,2016-08-23,,
固定收益型,网上，手机，PAD，网点,,2016-02-22 10:00,招银进宝系列,,美元鼎鼎成金0234号理财计划,,2.20％,招商银行,,2017-02-23,,
固定收益型,网上，手机，PAD，网点,,2015-12-23 10:00,招银进宝系列,,港币鼎鼎成金0182号理财计划,,1.50％,招商银行,,2016-06-30,,
固定收益型,网上，手机，PAD，网点,,2016-02-25 10:00,招银进宝系列,,鼎鼎成金14624号理财计划-南宁分行销售,103,4.50％,招商银行,,2016-06-14,,
固定收益型,网上，手机，PAD，网点,,2016-02-25 10:00,招银进宝系列,,鼎鼎成金14627号理财计划-南宁分行销售,187,4.80％,招商银行,,2016-09-06,,
浮动收益型,网上，手机，PAD，网点,,2016-03-08 10:00,A009 结构性存款系列,,挂钩黄金两层区间三个月结构性存款,,,招商银行,,2016-06-08,,
固定收益型,网上，手机，PAD，网点,,2016-02-24 10:00,招银进宝系列,,鼎鼎成金14201号理财计划-昆明分行销售,72,4.30％,招商银行,,2016-05-13,,
固定收益型,网上，手机，PAD，网点,,2016-02-25 10:00,招银进宝系列,,鼎鼎成金14640号理财计划-南京分行销售,78,4.60％,招商银行,,2016-05-19,,
固定收益型,网上，手机，PAD，网点,,2016-02-24 10:00,招银进宝系列,,金葵花增利系列166号理财计划,,,招商银行,,2016-05-24,,
固定收益型,网上，手机，PAD，网点,,2016-03-08 10:00,招银进宝系列,,鼎鼎成金14745号理财计划-南宁分行销售,,4.65％,招商银行,,2016-09-14,,
固定收益型,网上，手机，PAD，网点,,2016-02-24 10:00,招银进宝系列,,鼎鼎成金14538号理财计划-杭州分行销售,70,4.40％,招商银行,,2016-05-11,,
固定收益型,网上，手机，PAD，网点,,2016-02-23 10:00,招银进宝系列,,鼎鼎成金14441号理财计划-天津、深圳分行销售,154,4.60％,招商银行,,2016-08-02,,
固定收益型,网上，手机，PAD，网点,,2016-03-08 10:00,招银进宝系列,,鼎鼎成金14742号理财计划-南宁分行销售,,4.50％,招商银行,,2016-06-27,,
浮动收益型,网上，手机，PAD，网点,,2016-03-08 10:00,A009 结构性存款系列,,挂钩黄金两层区间六个月结构性存款,,,招商银行,,2016-09-08,,
固定收益型,网上，手机，PAD，网点,,2016-03-08 10:00,招银进宝系列,,鼎鼎成金14736号理财计划-南宁、武汉分行销售,,4.30％,招商银行,,2016-05-13,,
浮动收益型,网上，手机，PAD，网点,,2016-03-08 10:00,焦点联动系列,,布伦特原油（SPGCBRP INDEX）表现联动（布伦特原油（SPGCBRP INDEX）向上触碰型）非保本理财计划,,,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2016-02-25 10:00,招银进宝系列,,鼎鼎成金14623号理财计划-南宁分行销售,166,4.65％,招商银行,,2016-08-16,,
浮动收益型,网上，手机，PAD，网点,,2016-03-08 10:00,焦点联动系列,,布伦特原油（SPGCBRP INDEX）表现联动（布伦特原油（SPGCBRP INDEX）向下触碰型）非保本理财计划,,,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2016-03-09 10:00,招银进宝系列,,澳元鼎鼎成金0601号理财计划,,2.75％,招商银行,,2016-09-14,,
固定收益型,网上，手机，PAD，网点,,2016-03-09 10:00,招银进宝系列,,美元鼎鼎成金0285号理财计划,,2.90％,招商银行,,2018-03-15,,
固定收益型,网上，手机，PAD，网点,,2016-03-08 10:00,招银进宝系列,,鼎鼎成金14509号理财计划-苏州分行销售,,4.65％,招商银行,,2016-09-14,,
固定收益型,网上，手机，PAD，网点,,2016-03-08 10:00,招银进宝系列,,鼎鼎成金14730号理财计划-长沙分行销售,,4.30％,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2016-03-09 10:00,招银进宝系列,,鼎鼎成金14743号理财计划-太原分行销售,139,4.60％,招商银行,,2016-08-03,,
固定收益型,网上，手机，PAD，网点,,2016-03-10 10:00,招银进宝系列,,私人增利系列59号理财计划,,,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2016-03-09 10:00,招银进宝系列,,金葵花增利系列175号理财计划,,,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2016-03-08 10:00,招银进宝系列,,鼎鼎成金14543号理财计划-大连分行销售,84,4.60％,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2016-03-10 10:00,招银进宝系列,,鼎鼎成金960095号理财计划,,2.25%,招商银行,,2017-03-16,,
固定收益型,网上，手机，PAD，网点,,2016-03-10 10:00,招银进宝系列,,鼎鼎成金13988号理财计划-西安分行销售,63,4.30％,招商银行,,2016-05-18,,
固定收益型,网上，手机，PAD，网点,,2016-03-09 10:00,招银进宝系列,,美元鼎鼎成金0237号理财计划,,1.60％,招商银行,,2016-09-19,,
浮动收益型,网上，手机，PAD，网点,,2016-03-10 10:00,焦点联动系列,,股票指数表现联动（沪深300指数向上触碰型）非保本理财计划,,,招商银行,,2016-07-08,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,私人增利系列62号理财计划,,,招商银行,,2016-06-16,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,鼎鼎成金14744号理财计划-南宁分行销售,105,4.50％,招商银行,,2016-07-01,,
固定收益型,网上，手机，PAD，网点,,2016-03-09 10:00,招银进宝系列,,鼎鼎成金14674号理财计划-武汉分行销售,,4.60％,招商银行,,2016-07-05,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,鼎鼎成金14737号理财计划-南宁、武汉分行销售,60,4.30％,招商银行,,2016-05-17,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,私人增利系列61号理财计划,,,招商银行,,2016-05-12,,
固定收益型,网上，手机，PAD，网点,,2016-03-09 10:00,招银进宝系列,,鼎鼎成金14672号理财计划-天津、深圳分行销售,79,4.30％,招商银行,,2016-06-03,,
固定收益型,网上，手机，PAD，网点,,2016-03-09 10:00,招银进宝系列,,美元鼎鼎成金0238号理财计划,,2.15％,招商银行,,2017-03-16,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,鼎鼎成金14746号理财计划-南宁分行销售,186,4.65％,招商银行,,2016-09-20,,
固定收益型,网上，手机，PAD，网点,,2016-03-09 10:00,招银进宝系列,,港币鼎鼎成金0801号理财计划,,1.50％,招商银行,,2016-09-14,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,鼎鼎成金14510号理财计划-苏州分行销售,,4.50％,招商银行,,2016-07-01,,
固定收益型,网上，手机，PAD，网点,,2016-03-14 10:00,招银进宝系列,,鼎鼎成金14632号理财计划-厦门分行销售,63,4.30％,招商银行,,2016-05-20,,
固定收益型,网上，手机，PAD，网点,,2016-03-14 10:00,招银进宝系列,,鼎鼎成金14596号理财计划-广州分行销售,,4.50％,招商银行,,2016-05-17,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,私人增利系列60号理财计划,,,招商银行,,2016-05-19,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,鼎鼎成金14694号理财计划-杭州分行销售,77,4.40％,招商银行,,2016-06-03,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,金葵花增利系列177号理财计划,,,招商银行,,2016-06-17,,
固定收益型,网上，手机，PAD，网点,,2016-03-23 10:00,招银进宝系列,,金葵花增利系列184号理财计划,,,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2016-03-24 10:00,招银进宝系列,,私人增利系列70号理财计划,,,招商银行,,2016-05-24,,
固定收益型,网上，手机，PAD，网点,,2016-03-24 10:00,招银进宝系列,,鼎鼎成金14489号理财计划-西安分行销售,97,4.25％,招商银行,,2016-07-07,,
固定收益型,网上，手机，PAD，网点,,2016-03-25 10:00,招银进宝系列,,鼎鼎成金14880号理财计划-南宁分行销售,87,4.40％,招商银行,,2016-06-27,,
固定收益型,网上，手机，PAD，网点,,2016-03-24 10:00,招银进宝系列,,鼎鼎成金14821号理财计划-广州分行销售,125,4.50％,招商银行,,2016-08-01,,
固定收益型,网上，手机，PAD，网点,,2016-03-25 10:00,招银进宝系列,,鼎鼎成金14802号理财计划-北京分行销售,91,4.40％,招商银行,,2016-07-01,,
固定收益型,网上，手机，PAD，网点,,2016-03-25 10:00,招银进宝系列,,鼎鼎成金14748号理财计划-南宁分行销售,213,4.65％,招商银行,,2016-10-31,,
固定收益型,网上，手机，PAD，网点,,2016-03-25 10:00,招银进宝系列,,鼎鼎成金14872号理财计划-杭州分行销售,82,4.40％,招商银行,,2016-06-22,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,鼎鼎成金14693号理财计划-杭州分行销售,53,4.30％,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2016-03-25 10:00,招银进宝系列,,鼎鼎成金14677号理财计划-天津、深圳分行销售,130,4.40％,招商银行,,2016-08-09,,
固定收益型,网上，手机，PAD，网点,,2016-03-25 10:00,招银进宝系列,,金葵花增利系列186号理财计划,,,招商银行,,2016-06-24,,
浮动收益型,网上，手机，PAD，网点,,2016-03-29 10:00,A009 结构性存款系列,,挂钩黄金两层区间十二个月结构性存款,,,招商银行,,2017-03-31,,
固定收益型,网上，手机，PAD，网点,,2016-03-25 10:00,招银进宝系列,,金葵花增利系列185号理财计划,,,招商银行,,2016-06-17,,
固定收益型,网上，手机，PAD，网点,,2016-03-28 10:00,招银进宝系列,,私人增利系列71号理财计划,,,招商银行,,2016-06-24,,
浮动收益型,网上，手机，PAD，网点,,2016-03-29 10:00,A009 结构性存款系列,,挂钩黄金两层区间六个月结构性存款,,,招商银行,,2016-09-29,,
固定收益型,网上，手机，PAD，网点,,2016-03-28 10:00,招银进宝系列,,私人增利系列69号理财计划,,,招商银行,,2016-09-28,,
浮动收益型,网上，手机，PAD，网点,,2016-03-29 10:00,A009 结构性存款系列,,挂钩黄金两层区间三个月结构性存款,,,招商银行,,2016-06-29,,
固定收益型,网上，手机，PAD，网点,,2016-03-29 10:00,招银进宝系列,,鼎鼎成金14886号理财计划-南宁、武汉分行销售,145,4.45％,招商银行,,2016-08-29,,
债券型,网上，手机，PAD，网点,,2016-03-29 10:00,招银进宝系列,,周周发进取型理财计划,,,招商银行,,2025-06-26,,
固定收益型,网上，手机，PAD，网点,,2016-03-29 10:00,招银进宝系列,,鼎鼎成金14749号理财计划-南宁分行销售,239,4.65％,招商银行,,2016-12-01,,
固定收益型,网上，手机，PAD，网点,,2016-03-29 10:00,招银进宝系列,,鼎鼎成金14806号理财计划-北京分行销售,98,4.40％,招商银行,,2016-07-12,,
固定收益型,网上，手机，PAD，网点,,2016-03-30 10:00,招银进宝系列,,鼎鼎成金14873号理财计划-杭州分行销售,72,4.40％,招商银行,,2016-06-17,,
固定收益型,网上，手机，PAD，网点,,2016-03-30 10:00,招银进宝系列,,鼎鼎成金14739号理财计划-佛山分行销售,90,4.40％,招商银行,,2016-07-05,,
固定收益型,网上，手机，PAD，网点,,2016-03-30 10:00,招银进宝系列,,鼎鼎成金14841号理财计划-成都分行销售,80,4.40％,招商银行,,2016-06-24,,
固定收益型,网上，手机，PAD，网点,,2016-03-24 10:00,招银进宝系列,,鼎鼎成金14822号理财计划-广州分行销售,141,4.50％,招商银行,,2016-08-17,,
固定收益型,网上，手机，PAD，网点,,2016-03-24 10:00,招银进宝系列,,鼎鼎成金14820号理财计划-广州分行销售,93,4.50％,招商银行,,2016-06-30,,
固定收益型,网上，手机，PAD，网点,,2016-03-30 10:00,招银进宝系列,,鼎鼎成金14713号理财计划-上海分行销售,197,4.30％,招商银行,,2016-10-19,,
固定收益型,网上，手机，PAD，网点,,2016-03-23 10:00,招银进宝系列,,金葵花增利系列183号理财计划,,,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2016-03-30 10:00,招银进宝系列,,鼎鼎成金14678号理财计划-天津、深圳分行销售,177,4.50％,招商银行,,2016-09-30,,
浮动收益型,网上，手机，PAD，网点,,2016-03-30 10:00,招银进宝系列,,股票指数表现联动（中证500指数向上触碰型）非保本理财计划,,,招商银行,,2016-07-29,,
固定收益型,网上，手机，PAD，网点,,2016-03-30 10:00,招银进宝系列,,鼎鼎成金14702号理财计划-上海分行销售,91,4.20％,招商银行,,2016-07-07,,
浮动收益型,网上，手机，PAD，网点,,2016-04-12 10:00,焦点联动系列,,股票指数表现联动（沪深300指数向上触碰型）非保本理财计划,,,招商银行,,2016-08-12,,
固定收益型,网上，手机，PAD，网点,,2016-04-12 10:00,招银进宝系列,,金葵花增利系列204号理财计划-南昌分行销售,32,4.15%,招商银行,,2016-05-17,,
浮动收益型,网上，手机，PAD，网点,,2016-04-12 10:00,A009 结构性存款系列,,挂钩黄金两层区间十二个月结构性存款,,,招商银行,,2017-04-17,,
浮动收益型,网上，手机，PAD，网点,,2016-04-12 10:00,A009 结构性存款系列,,挂钩黄金两层区间六个月结构性存款,,,招商银行,,2016-10-13,,
浮动收益型,网上，手机，PAD，网点,,2016-04-12 10:00,A009 结构性存款系列,,挂钩黄金两层区间三个月结构性存款,,,招商银行,,2016-07-13,,
固定收益型,网上，手机，PAD，网点,,2016-04-11 10:00,招银进宝系列,,鼎鼎成金14597号理财计划-广州分行销售,,4.40％,招商银行,,2016-06-29,,
固定收益型,网上，手机，PAD，网点,,2016-04-11 10:00,招银进宝系列,,鼎鼎成金14825号理财计划-广州分行销售,,4.40％,招商银行,,2016-06-17,,
固定收益型,网上，手机，PAD，网点,,2016-04-13 10:00,招银进宝系列,,美元鼎鼎成金0290号理财计划,,2.90％,招商银行,,2018-04-19,,
固定收益型,网上，手机，PAD，网点,,2016-04-13 10:00,招银进宝系列,,美元鼎鼎成金0304号理财计划,,2.15％,招商银行,,2017-04-20,,
固定收益型,网上，手机，PAD，网点,,2016-03-11 10:00,招银进宝系列,,金葵花增利系列176号理财计划,,,招商银行,,2016-06-03,,
固定收益型,网上，手机，PAD，网点,,2016-04-13 10:00,招银进宝系列,,鼎鼎成金14989号理财计划-长沙分行销售,,4.20％,招商银行,,2016-06-02,,
固定收益型,网上，手机，PAD，网点,,2016-04-13 10:00,招银进宝系列,,鼎鼎成金14895号理财计划-南宁分行销售,,4.60％,招商银行,,2016-12-01,,
固定收益型,网上，手机，PAD，网点,,2016-04-13 10:00,招银进宝系列,,鼎鼎成金14894号理财计划-南宁分行销售,,4.50％,招商银行,,2016-10-31,,
固定收益型,网上，手机，PAD，网点,,2016-04-13 10:00,招银进宝系列,,金葵花增利系列201号理财计划,,,招商银行,,2016-07-19,,
固定收益型,网上，手机，PAD，网点,,2016-04-13 10:00,招银进宝系列,,金葵花增利系列200号理财计划,,,招商银行,,2016-06-14,,
固定收益型,网上，手机，PAD，网点,,2016-04-13 10:00,招银进宝系列,,鼎鼎成金14877号理财计划-杭州分行销售,,4.40％,招商银行,,2016-07-15,,
固定收益型,网上，手机，PAD，网点,,2016-04-14 10:00,招银进宝系列,,鼎鼎成金960100号理财计划,,2.25%,招商银行,,2017-04-20,,
固定收益型,网上，手机，PAD，网点,,2016-04-14 10:00,招银进宝系列,,鼎鼎成金14990号理财计划-长沙分行销售,,4.30％,招商银行,,2016-06-23,,
固定收益型,网上，手机，PAD，网点,,2016-04-14 10:00,招银进宝系列,,私人增利系列86号理财计划,,4.35%,招商银行,,2016-10-11,,
固定收益型,网上，手机，PAD，网点,,2016-04-14 10:00,招银进宝系列,,私人增利系列82号理财计划,,4.15%,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2016-04-14 10:00,招银进宝系列,,鼎鼎成金14903号理财计划-深圳分行销售,73,4.40％,招商银行,,2016-07-01,,
固定收益型,网上，手机，PAD，网点,,2016-04-14 10:00,招银进宝系列,,鼎鼎成金14778号理财计划-苏州分行销售,220,4.55％,招商银行,,2016-11-28,,
固定收益型,网上，手机，PAD，网点,,2016-04-13 10:00,招银进宝系列,,鼎鼎成金14844号理财计划-成都分行销售,,4.30％,招商银行,,2016-05-23,,
固定收益型,网上，手机，PAD，网点,,2016-04-14 10:00,招银进宝系列,,鼎鼎成金14762号理财计划-苏州分行销售,73,4.30％,招商银行,,2016-07-04,,
固定收益型,网上，手机，PAD，网点,,2016-04-15 10:00,招银进宝系列,,私人增利系列83号理财计划,,4.15%,招商银行,,2016-06-15,,
固定收益型,网上，手机，PAD，网点,,2016-04-13 10:00,招银进宝系列,,金葵花增利系列199号理财计划,,,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2016-04-25 10:00,招银进宝系列,,私人增利系列88号理财计划,,4.15%,招商银行,,2016-07-01,,
固定收益型,网上，手机，PAD，网点,,2016-04-15 10:00,招银进宝系列,,金葵花增利系列208号理财计划,,,招商银行,,2016-10-14,,
固定收益型,网上，手机，PAD，网点,,2016-04-15 10:00,招银进宝系列,,金葵花增利系列207号理财计划,,,招商银行,,2016-09-23,,
固定收益型,网上，手机，PAD，网点,,2016-04-25 10:00,招银进宝系列,,私人增利系列90号理财计划,,4.25,招商银行,,2016-07-21,,
固定收益型,网上，手机，PAD，网点,,2016-04-22 10:00,招银进宝系列,,私人增利系列87号理财计划,,4.1%,招商银行,,2016-06-15,,
固定收益型,网上，手机，PAD，网点,,2016-04-22 10:00,招银进宝系列,,金葵花增利系列214号理财计划,,,招商银行,,2016-07-15,,
固定收益型,网上，手机，PAD，网点,,2016-04-26 10:00,招银进宝系列,,金葵花增利系列200070号理财计划-上海分行销售,82,4.15%,招商银行,,2016-07-20,,
固定收益型,网上，手机，PAD，网点,,2016-04-22 10:00,招银进宝系列,,金葵花增利系列213号理财计划,,,招商银行,,2016-07-08,,
浮动收益型,网上，手机，PAD，网点,,2016-04-26 10:00,A009 结构性存款系列,,挂钩黄金两层区间六个月结构性存款,,,招商银行,,2016-10-27,,
浮动收益型,网上，手机，PAD，网点,,2016-04-26 10:00,焦点联动系列,,股票指数表现联动（沪深300指数向上触碰型）非保本理财计划,,,招商银行,,2016-08-25,,
浮动收益型,网上，手机，PAD，网点,,2016-04-26 10:00,A009 结构性存款系列,,挂钩黄金两层区间十二个月结构性存款,,,招商银行,,2017-04-28,,
固定收益型,网上，手机，PAD，网点,,2016-04-26 10:00,招银进宝系列,,金葵花增利系列200030号理财计划-北京分行销售,62,4.20%,招商银行,,2016-07-04,,
浮动收益型,网上，手机，PAD，网点,,2016-04-26 10:00,A009 结构性存款系列,,挂钩黄金两层区间三个月结构性存款,,,招商银行,,2016-07-27,,
